,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Half bathrooms,Address,URL,Lot
637,Single Family,1980,Forced air,Central,4 spaces,None,$264,"$375,000", 3, 2, 2,,1212-Doonesbury-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/1212-Doonesbury-Dr-Austin-TX-78758/58304822_zpid/,"7,753 sqft"
638,Single Family,2020,No Data,No Data,2 spaces,,$122,"$303,995", 4, 3, 2, 1,https:,https://www.zillow.com/community/sundance-crossing/2079835991_zpid/,No Data
639,Single Family,1962,"Forced air, Electric, Gas",Central,2 spaces,,$405,"$399,000", 3, 1, 1,,6910-Bryn-Mawr-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/6910-Bryn-Mawr-Dr-Austin-TX-78723/29408626_zpid/,"7,405 sqft"
640,Condo,2018,Forced air,Central,2 spaces,$989/mo,$881,"$1,550,000", 2, 3, 2, 1,501-West-Ave-907-Austin-TX-78701,https://www.zillow.com/homedetails/501-West-Ave-907-Austin-TX-78701/306644943_zpid/,
641,Townhouse,2020,No Data,No Data,2 spaces,,$278,"$725,000", 3, 5, 4, 1,https:,https://www.zillow.com/community/grove/2079117339_zpid/,No Data
642,Single Family,2019,Forced air,Central,4 spaces,$110/month,$216,"$569,000", 3, 3, 2, 1,7804-Ryans-Way-Austin-TX-78726,https://www.zillow.com/homedetails/7804-Ryans-Way-Austin-TX-78726/2084748998_zpid/,0.25 acres
643,Single Family,No Data,No Data,No Data,2 spaces,,$259,"$384,990", 3, 3, 2, 1,https:,https://www.zillow.com/community/presidio-station-courtyard-homes/2079474948_zpid/,No Data
644,Single Family,No Data,No Data,No Data,2 spaces,,$172,"$288,990", 4, 3, 2, 1,https:,https://www.zillow.com/community/bradshaw-crossing-ridgepointe-and-cottage-collection/2078639647_zpid/,No Data
645,Single Family,1992,"Forced air, Electric, Gas",Central,2 spaces,,$245,"$900,000", 4, 4, 3, 1,6014-Tributary-Ridge-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/6014-Tributary-Ridge-Dr-Austin-TX-78759/29366375_zpid/,0.50 Acres
646,Single Family,No Data,No Data,No Data,3 spaces,,$217,"$604,990", 4, 3, 3,,https:,https://www.zillow.com/community/highpointe-90ft-lots/2080078183_zpid/,No Data
647,Single Family,2020,"Forced air, Gas",Central,2 spaces,,$164,"$375,178", 4, 3, 3,,10917-Charger-Way-Austin-TX-78724,https://www.zillow.com/homedetails/10917-Charger-Way-Austin-TX-78724/2077828277_zpid/,"7,187 sqft"
648,Condo,2016,Electric,Central,2 spaces,$478/mo,$463,"$749,000", 3, 2, 2,,3600-S-Lamar-Blvd-401-Austin-TX-78704,https://www.zillow.com/homedetails/3600-S-Lamar-Blvd-401-Austin-TX-78704/145655599_zpid/,
649,Single Family,1981,"Forced air, Electric, Gas",Central,2 spaces,,$260,"$585,000", 4, 3, 3,,8108-Wexford-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/8108-Wexford-Dr-Austin-TX-78759/29372052_zpid/,"8,842 sqft"
650,Single Family,2020,"Forced air, Electric, Gas",Central,2 spaces,,$540,"$1,350,000", 4, 4, 3, 1,1714-Nash-Ave-A-Austin-TX-78704,https://www.zillow.com/homedetails/1714-Nash-Ave-A-Austin-TX-78704/83818627_zpid/,"3,188 sqft"
651,Single Family,2006,"Forced air, Electric, Gas",Central,2 spaces,,$437,"$669,000", 3, 2, 2,,2415-Durwood-St-B-Austin-TX-78704,https://www.zillow.com/homedetails/2415-Durwood-St-B-Austin-TX-78704/29474848_zpid/,"3,659 sqft"
652,Condo,2013,No Data,No Data,No Data,,$347,"$739,900", 3, 3, 2, 1,8110-Ranch-Road-2222-APT-32-Austin-TX-78730,https://www.zillow.com/homedetails/8110-Ranch-Road-2222-APT-32-Austin-TX-78730/2077830811_zpid/,
653,Single Family,1947,"Forced air, Electric, Gas",Central,2 spaces,,$665,"$1,799,900", 3, 3, 2, 1,1604-Eva-St-Austin-TX-78704,https://www.zillow.com/homedetails/1604-Eva-St-Austin-TX-78704/29471989_zpid/,"6,882 sqft"
654,Single Family,2020,Forced air,Central,1 space,None,$341,"$649,000", 4, 3, 3,,1214-Delano-St-1-Austin-TX-78721,https://www.zillow.com/homedetails/1214-Delano-St-1-Austin-TX-78721/2077831614_zpid/,"6,969 sqft"
655,Condo,1969,"Forced air, Electric",Central,1 space,$310/mo,$346,"$263,000", 1, 1, 1,,1240-Barton-Hills-Dr-APT-115-Austin-TX-78704,https://www.zillow.com/homedetails/1240-Barton-Hills-Dr-APT-115-Austin-TX-78704/29325613_zpid/,
656,Condo,2010,Forced air,Central,No Data,$50/month,$550,"$1,099,000", 3, 3, 3,,2104-Airole-Way-B-Austin-TX-78704,https://www.zillow.com/homedetails/2104-Airole-Way-B-Austin-TX-78704/2131579709_zpid/,
657,Condo,2013,Forced air,Central,No Data,$350/month,$510,"$519,900", 2, 2, 2,,1900-Barton-Springs-Rd-UNIT-2019-Austin-TX-78704,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-2019-Austin-TX-78704/251028712_zpid/,
658,Single Family,2020,No Data,No Data,3 spaces,,$215,"$629,990", 4, 3, 3,,https:,https://www.zillow.com/community/highpointe-90ft-lots/2078027114_zpid/,No Data
659,Single Family,2020,No Data,No Data,2 spaces,,$243,"$367,995", 3, 2, 2,,https:,https://www.zillow.com/community/willow-trace/2079835980_zpid/,No Data
660,Condo,1981,"Forced air, Electric",Central,2 spaces,$510/mo,$322,"$315,000", 2, 2, 2,,2215-Post-Rd-APT-1064-Austin-TX-78704,https://www.zillow.com/homedetails/2215-Post-Rd-APT-1064-Austin-TX-78704/29460295_zpid/,
661,Single Family,2016,Forced air,Central,2 spaces,None,$694,"$1,695,000", 4, 3, 2, 1,817-W-Gibson-St-Austin-TX-78704,https://www.zillow.com/homedetails/817-W-Gibson-St-Austin-TX-78704/29322588_zpid/,"5,793 sqft"
662,Condo,2017,Forced air,Central,2 spaces,$330/month,$381,"$520,000", 3, 2, 2,,1208-Enfield-Rd-APT-201-Austin-TX-78703,https://www.zillow.com/homedetails/1208-Enfield-Rd-APT-201-Austin-TX-78703/62576540_zpid/,
663,Single Family,1983,Forced air,Central,2 spaces,None,$593,"$864,000", 3, 2, 2,,4524-Avenue-D-Austin-TX-78751,https://www.zillow.com/homedetails/4524-Avenue-D-Austin-TX-78751/29405081_zpid/,"6,712 sqft"
664,Single Family,1965,Forced air,Central,6 spaces,None,$266,"$785,000", 6, 3, 3,,9408-Honeycomb-Dr-Austin-TX-78737,https://www.zillow.com/homedetails/9408-Honeycomb-Dr-Austin-TX-78737/29484815_zpid/,5.08 acres
665,Single Family,2020,"Forced air, Electric",Central,2 spaces,,$262,"$504,000", 2, 2, 2,,2601-N-Quinlan-Park-Rd-SUITE-302-Austin-TX-78732,https://www.zillow.com/homedetails/2601-N-Quinlan-Park-Rd-SUITE-302-Austin-TX-78732/2077835528_zpid/,No Data
666,Condo,2008,"Forced air, Electric, Gas","Central, Evaporative",2 spaces,"$1,422/mo",$887,"$1,299,000", 2, 2, 2,,200-Congress-Ave-UNIT-26C-Austin-TX-78701,https://www.zillow.com/homedetails/200-Congress-Ave-UNIT-26C-Austin-TX-78701/83831208_zpid/,
667,Multi Family,1962,Other,Central,Carport,,$283,"$465,000", 2, 2, 2,,1509-Braes-Ridge-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/1509-Braes-Ridge-Dr-Austin-TX-78723/29407146_zpid/,
668,Single Family,No Data,No Data,No Data,2 spaces,,$164,"$277,995", 3, 2, 2,,https:,https://www.zillow.com/community/sundance-crossing/2079835986_zpid/,No Data
669,Single Family,No Data,No Data,No Data,2 spaces,,$164,"$241,990", 3, 2, 2,,https:,https://www.zillow.com/community/austin-s-colony/2080430651_zpid/,No Data
670,Single Family,2009,"Forced air, Gas",Central,4 spaces,,$136,"$385,000", 4, 3, 2, 1,1717-Strobel-Ln-Austin-TX-78748,https://www.zillow.com/homedetails/1717-Strobel-Ln-Austin-TX-78748/80095966_zpid/,"5,662 sqft"
671,Single Family,2009,Forced air,Central,2 spaces,$29/month,$152,"$215,000", 3, 2, 2,,12213-Paloma-Blanca-Way-Del-Valle-TX-78617,https://www.zillow.com/homedetails/12213-Paloma-Blanca-Way-Del-Valle-TX-78617/80088492_zpid/,"4,356 sqft"
672,Single Family,2020,Forced air,Central,2 spaces,$21/month,$290,"$812,900", 4, 4, 3, 1,4009-River-Place-Blvd-Austin-TX-78730,https://www.zillow.com/homedetails/4009-River-Place-Blvd-Austin-TX-78730/124837996_zpid/,0.71 acres
673,Multi Family,1983,Forced air,Central,2 spaces,None,$232,"$390,000", 0,,,,7804-Brodie-Ln-Austin-TX-78745,https://www.zillow.com/homedetails/7804-Brodie-Ln-Austin-TX-78745/29493906_zpid/,
674,Single Family,2020,No Data,No Data,2 spaces,,$183,"$569,990", 4, 3, 2, 1,https:,https://www.zillow.com/community/avana-alviso-50-homesites/2080064429_zpid/,No Data
675,Single Family,2020,No Data,No Data,2 spaces,,$171,"$427,400", 3, 3, 2, 1,https:,https://www.zillow.com/community/easton-park/2081906068_zpid/,No Data
676,Single Family,No Data,No Data,No Data,3 spaces,,$206,"$613,990", 4, 3, 3,,https:,https://www.zillow.com/community/highpointe-90ft-lots/2080078193_zpid/,No Data
677,Single Family,2016,"Electric, Gas",Central,2 spaces,$125/month,$193,"$348,000", 3, 3, 2, 1,9305-Tanager-Way-Austin-TX-78748,https://www.zillow.com/homedetails/9305-Tanager-Way-Austin-TX-78748/2077844040_zpid/,"5,575 sqft"
678,Condo,2018,"Forced air, Electric",Central,1 space,$466/mo,$603,"$470,000", 1, 1, 1,,800-Embassy-Dr-APT-135-Austin-TX-78702,https://www.zillow.com/homedetails/800-Embassy-Dr-APT-135-Austin-TX-78702/305425881_zpid/,
679,Condo,1985,"Forced air, Electric",Central,2 spaces,$223/mo,$223,"$210,000", 1, 1, 1,,512-Eberhart-Ln-APT-1702-Austin-TX-78745,https://www.zillow.com/homedetails/512-Eberhart-Ln-APT-1702-Austin-TX-78745/144377736_zpid/,
680,Single Family,1989,Forced air,Central,4 spaces,$2/month,$190,"$375,000", 4, 3, 2, 1,12710-Margit-Dr-Austin-TX-78729,https://www.zillow.com/homedetails/12710-Margit-Dr-Austin-TX-78729/29547448_zpid/,"5,662 sqft"
681,Single Family,1985,Forced air,Central,2 spaces,None,$234,"$249,900", 3, 1, 1,,911-Peggotty-Pl-Austin-TX-78753,https://www.zillow.com/homedetails/911-Peggotty-Pl-Austin-TX-78753/29435133_zpid/,"5,706 sqft"
682,Single Family,1977,"Forced air, Electric, Gas",Central,2 spaces,,$381,"$425,000", 3, 2, 2,,6302-Shadow-Bnd-Austin-TX-78745,https://www.zillow.com/homedetails/6302-Shadow-Bnd-Austin-TX-78745/29492758_zpid/,"7,710 sqft"
683,Single Family,2020,"Forced air, Electric, Gas",Central,2 spaces,,$245,"$622,900", 3, 3, 2, 1,1608-Woodwind-Ln-Austin-TX-78758,https://www.zillow.com/homedetails/1608-Woodwind-Ln-Austin-TX-78758/2077844055_zpid/,No Data
684,Single Family,2002,Forced air,Central,2 spaces,$125/month,$196,"$589,900", 4, 4, 3, 1,11608-Spicewood-Pkwy-UNIT-17-Austin-TX-78750,https://www.zillow.com/homedetails/11608-Spicewood-Pkwy-UNIT-17-Austin-TX-78750/62605292_zpid/,"8,886 sqft"
685,Multi Family,2020,Forced air,Central,1 space,$225/month,$467,"$839,990", 3, 3, 3,,236-Lessin-Ln-A-Austin-TX-78704,https://www.zillow.com/homedetails/236-Lessin-Ln-A-Austin-TX-78704/2077844054_zpid/,
686,Condo,2004,Forced air,Central,2 spaces,$421/month,$336,"$425,000", 2, 2, 2,,2216-Thornton-Rd-APT-120-Austin-TX-78704,https://www.zillow.com/homedetails/2216-Thornton-Rd-APT-120-Austin-TX-78704/64514163_zpid/,
687,Single Family,1984,Forced air,Central,2 spaces,None,$283,"$285,000", 2, 2, 2,,14523-Robert-I-Walker-Blvd-Austin-TX-78728,https://www.zillow.com/homedetails/14523-Robert-I-Walker-Blvd-Austin-TX-78728/29447811_zpid/,"5,227 sqft"
688,Multi Family,2020,Forced air,Central,1 space,$225/month,$501,"$724,990", 3, 3, 3,,232-Lessin-Ln-A-Austin-TX-78704,https://www.zillow.com/homedetails/232-Lessin-Ln-A-Austin-TX-78704/2077844059_zpid/,
689,Single Family,1972,Forced air,Central,6 spaces,None,$232,"$415,000", 4, 2, 2,,12318-Blue-Water-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/12318-Blue-Water-Dr-Austin-TX-78758/29438620_zpid/,0.34 acres
690,Single Family,1984,Forced air,Central,2 spaces,None,$331,"$555,000", 3, 2, 2,,4907-Transit-Cir-Austin-TX-78727,https://www.zillow.com/homedetails/4907-Transit-Cir-Austin-TX-78727/29444131_zpid/,"8,145 sqft"
691,Single Family,1950,"Forced air, Electric",Central,2 spaces,,$531,"$910,000", 3, 2, 2,,1915-Kenwood-Ave-Austin-TX-78704,https://www.zillow.com/homedetails/1915-Kenwood-Ave-Austin-TX-78704/29460570_zpid/,"7,056 sqft"
692,Single Family,2001,Other,Central,6 spaces,None,$284,"$1,500,000", 4, 4, 4,,5515-Hudson-Holw-Austin-TX-78759,https://www.zillow.com/homedetails/5515-Hudson-Holw-Austin-TX-78759/29363915_zpid/,1.38 acres
693,Multiple Occupancy,1906,"Electric, Gas",Wall,4 spaces,,$545,"$1,199,988", 0, 0,,,807-Baylor-St-Austin-TX-78703,https://www.zillow.com/homedetails/807-Baylor-St-Austin-TX-78703/29327665_zpid/,
694,Townhouse,1974,"Forced air, Electric",Central,4 spaces,,$351,"$595,000", 2, 2, 2,,8140-Greenslope-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/8140-Greenslope-Dr-Austin-TX-78759/29430472_zpid/,"6,098 sqft"
695,Condo,2018,"Forced air, Electric, Gas",Central,2 spaces,"$1,443/mo",$954,"$2,400,000", 3, 3, 3,,501-West-Ave-2901-Austin-TX-78701,https://www.zillow.com/homedetails/501-West-Ave-2901-Austin-TX-78701/306644796_zpid/,
696,Condo,2006,Forced air,Central,"Carport, Attached Garage",$391/month,$497,"$459,000", 1, 1, 1,,603-Davis-St-APT-1908-Austin-TX-78701,https://www.zillow.com/homedetails/603-Davis-St-APT-1908-Austin-TX-78701/80093991_zpid/,
697,Single Family,1985,Forced air,Central,4 spaces,None,$484,"$795,000", 3, 2, 2,,406-E-Annie-St-Austin-TX-78704,https://www.zillow.com/homedetails/406-E-Annie-St-Austin-TX-78704/29459226_zpid/,"6,098 sqft"
698,Multi Family,2020,Forced air,Central,1 space,$225/month,$469,"$624,990", 2, 3, 2, 1,232-Lessin-Ln-B-Austin-TX-78704,https://www.zillow.com/homedetails/232-Lessin-Ln-B-Austin-TX-78704/2077844110_zpid/,
699,Single Family,2020,Forced air,Central,1 space,$15/month,$527,"$446,990", 2, 3, 2, 1,4105-Richland-St-1-Austin-TX-78745,https://www.zillow.com/homedetails/4105-Richland-St-1-Austin-TX-78745/2077844151_zpid/,"2,400 sqft"
700,Single Family,2020,Forced air,Central,1 space,$31/month,$467,"$678,990", 3, 3, 3,,1307-Cedar-Ave-1-Austin-TX-78702,https://www.zillow.com/homedetails/1307-Cedar-Ave-1-Austin-TX-78702/2077844130_zpid/,"6,072 sqft"
701,Condo,1968,Forced air,Central,1 space,$236/month,$380,"$229,999", 1, 1, 1,,620-S-1st-St-APT-207-Austin-TX-78704,https://www.zillow.com/homedetails/620-S-1st-St-APT-207-Austin-TX-78704/62604644_zpid/,
702,Single Family,2020,Forced air,Central,"Carport, Attached Garage",$15/month,$502,"$448,990", 2, 2, 2,,4105-Richland-St-2-Austin-TX-78745,https://www.zillow.com/homedetails/4105-Richland-St-2-Austin-TX-78745/2077844138_zpid/,"2,387 sqft"
703,Single Family,2020,"Forced air, Gas",Central,1 space,,$527,"$446,990", 2, 3, 2, 1,4105-Richland-St-1-Austin-TX-78745,https://www.zillow.com/homedetails/4105-Richland-St-1-Austin-TX-78745/2077844151_zpid/,"2,400 sqft"
704,Single Family,2020,Forced air,Central,1 space,$31/month,$467,"$678,990", 3, 3, 3,,1307-Cedar-Ave-1-Austin-TX-78702,https://www.zillow.com/homedetails/1307-Cedar-Ave-1-Austin-TX-78702/2077844130_zpid/,"6,072 sqft"
705,Single Family,2020,"Forced air, Gas",Central,1 space,,$552,"$483,990", 2, 2, 2,,1307-Cedar-Ave-2-Austin-TX-78702,https://www.zillow.com/homedetails/1307-Cedar-Ave-2-Austin-TX-78702/2077844133_zpid/,"6,072 sqft"
706,Mobile / Manufactured,1995,"Forced air, Electric",Central,No Data,,$164,"$189,000", 3, 2, 2,,1908-Bitter-Creek-Dr-Austin-TX-78744,https://www.zillow.com/homedetails/1908-Bitter-Creek-Dr-Austin-TX-78744/29503268_zpid/,
707,Single Family,2020,Forced air,Central,2 spaces,$85/month,$206,"$670,900", 4, 3, 3,,139-Egret-Ln-Austin-TX-78737,https://www.zillow.com/homedetails/139-Egret-Ln-Austin-TX-78737/2077844195_zpid/,0.33 acres
708,Single Family,2020,"Forced air, Gas",Central,1 space,,$439,"$634,990", 3, 3, 3,,414-Normandy-St-Austin-TX-78745,https://www.zillow.com/homedetails/414-Normandy-St-Austin-TX-78745/29479774_zpid/,"3,598 sqft"
709,Condo,1968,Forced air,Central,1 space,$236/month,$384,"$229,999", 1, 1, 1,,620-S-1st-St-APT-109-Austin-TX-78704,https://www.zillow.com/homedetails/620-S-1st-St-APT-109-Austin-TX-78704/62604643_zpid/,
710,Condo,2019,Electric,"Central, Evaporative",1 space,$469/mo,$854,"$715,000", 1, 1, 1,,70-Rainey-St-3105-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-3105-Austin-TX-78701/306644867_zpid/,
711,Condo,1983,Forced air,Central,2 spaces,$296/month,$323,"$275,000", 2, 1, 1,,2605-Enfield-Rd-APT-213-Austin-TX-78703,https://www.zillow.com/homedetails/2605-Enfield-Rd-APT-213-Austin-TX-78703/29332358_zpid/,
712,Condo,2019,"Forced air, Electric, Gas","Central, Evaporative",2 spaces,"$1,492/mo","$1,151","$3,120,000", 3, 4, 3, 1,301-West-Ave-5703-Austin-TX-78701,https://www.zillow.com/homedetails/301-West-Ave-5703-Austin-TX-78701/306644907_zpid/,
713,Condo,2019,"Electric, Gas",Evaporative,1 space,$654/month,$736,"$830,700", 1, 2, 2,,70-Rainey-St-2307-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-2307-Austin-TX-78701/306644650_zpid/,
714,Condo,1982,"Forced air, Electric",Central,1 space,$425/mo,$397,"$609,900", 1, 2, 1, 1,1501-Barton-Springs-Rd-APT-210-Austin-TX-78704,https://www.zillow.com/homedetails/1501-Barton-Springs-Rd-APT-210-Austin-TX-78704/29324960_zpid/,
715,Condo,1982,Forced air,Central,1 space,$162/month,$394,"$199,900", 1, 1, 1,,3115-Tom-Green-St-APT-411-Austin-TX-78705,https://www.zillow.com/homedetails/3115-Tom-Green-St-APT-411-Austin-TX-78705/29395773_zpid/,
716,Condo,2018,Forced air,Central,2 spaces,$840/month,$872,"$1,299,000", 2, 2, 2,,301-West-Ave-2306-Austin-TX-78701,https://www.zillow.com/homedetails/301-West-Ave-2306-Austin-TX-78701/306644880_zpid/,
717,Condo,1982,"Forced air, Electric",Central,2 spaces,$380/mo,$236,"$294,500", 2, 2, 2,,3809-Spicewood-Springs-Rd-APT-113-Austin-TX-78759,https://www.zillow.com/homedetails/3809-Spicewood-Springs-Rd-APT-113-Austin-TX-78759/29355256_zpid/,
718,Condo,1983,"Forced air, Electric",Central,2 spaces,$360/mo,$320,"$331,990", 2, 3, 2, 1,2605-Enfield-Rd-APT-204-Austin-TX-78703,https://www.zillow.com/homedetails/2605-Enfield-Rd-APT-204-Austin-TX-78703/29332349_zpid/,
719,Condo,2019,"Electric, Gas",Evaporative,2 spaces,"$1,311/month",$855,"$1,862,000", 3, 3, 3,,70-Rainey-St-2606-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-2606-Austin-TX-78701/306644915_zpid/,
720,Condo,1982,Forced air,Central,2 spaces,$405/month,$269,"$485,000", 2, 2, 2,,3200-Duval-St-APT-208-Austin-TX-78705,https://www.zillow.com/homedetails/3200-Duval-St-APT-208-Austin-TX-78705/29398218_zpid/,
721,Condo,2019,Forced air,Central,No Data,"$4,353/month","$1,400","$6,251,000", 4, 5, 4, 1,200-Congress-Ave-53SR-Austin-TX-78701,https://www.zillow.com/homedetails/200-Congress-Ave-53SR-Austin-TX-78701/306645232_zpid/,
722,Condo,2019,"Electric, Gas",Evaporative,2 spaces,"$1,022/mo",$701,"$1,190,000", 2, 2, 2,,70-Rainey-St-1501-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-1501-Austin-TX-78701/306644495_zpid/,
723,Condo,2019,"Forced air, Electric, Gas","Central, Evaporative",No Data,"$2,038/mo","$1,103","$3,875,000", 3, 4, 3, 1,301-West-Ave-5704-Austin-TX-78701,https://www.zillow.com/homedetails/301-West-Ave-5704-Austin-TX-78701/306644651_zpid/,
724,Condo,2019,"Electric, Gas","Central, Evaporative",2 spaces,"$1,221/month",$846,"$1,843,570", 3, 3, 3,,70-Rainey-St-2506-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-2506-Austin-TX-78701/306644786_zpid/,
725,Single Family,1991,"Forced air, Electric",Central,8 spaces,,$456,"$1,500,000", 5, 4, 3, 1,11506-Morningsun-Dr-Austin-TX-78737,https://www.zillow.com/homedetails/11506-Morningsun-Dr-Austin-TX-78737/64596977_zpid/,5 Acres
726,Condo,2011,Forced air,Evaporative,2 spaces,"$2,132/month",$900,"$1,999,999", 3, 3, 3,,210-W-Lavaca-St-2504-Austin-TX-78701,https://www.zillow.com/homedetails/210-W-Lavaca-St-2504-Austin-TX-78701/2077844266_zpid/,
727,Condo,2001,"Forced air, Electric",Central,2 spaces,"$1,792/mo",$643,"$1,599,999", 3, 3, 3,,901-W-9th-St-APT-704-Austin-TX-78703,https://www.zillow.com/homedetails/901-W-9th-St-APT-704-Austin-TX-78703/83833184_zpid/,
728,Condo,2019,"Forced air, Electric",Central,2 spaces,$972/mo,$777,"$1,319,242", 2, 2, 2,,70-Rainey-St-1801-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-1801-Austin-TX-78701/306645007_zpid/,
729,Single Family,1992,Forced air,Central,2 spaces,$49/month,$300,"$974,062", 3, 4, 2, 2,5922-N-West-Northwest-Pl-Austin-TX-78731,https://www.zillow.com/homedetails/5922-N-West-Northwest-Pl-Austin-TX-78731/2077844321_zpid/,"4,486 sqft"
730,Single Family,2000,Forced air,Central,3 spaces,None,$329,"$1,450,000", 4, 5, 4, 1,13905-Panorama-Dr-Austin-TX-78732,https://www.zillow.com/homedetails/13905-Panorama-Dr-Austin-TX-78732/29368665_zpid/,0.72 acres
731,Single Family,1965,Forced air,Central,Attached Garage,,$386,"$850,000", 3, 3, 3,,1177-Hargrave-St-Austin-TX-78702,https://www.zillow.com/homedetails/1177-Hargrave-St-Austin-TX-78702/125902318_zpid/,"4,051 sqft"
732,Single Family,1975,Forced air,Other,"Off street, Detached Garage",None,$243,"$499,000", 3, 2, 2,,12807-Timberside-Dr-Austin-TX-78727,https://www.zillow.com/homedetails/12807-Timberside-Dr-Austin-TX-78727/29444816_zpid/,"9,757 sqft"
733,Single Family,1948,No Data,No Data,8 spaces,,$894,"$2,100,000", 0, 3, 3,,1215-Chicon-St-Austin-TX-78702,https://www.zillow.com/homedetails/1215-Chicon-St-Austin-TX-78702/2077848405_zpid/,"7,840 sqft"
734,Single Family,No Data,No Data,No Data,2 spaces,,$119,"$308,995", 3, 3, 2, 1,https:,https://www.zillow.com/community/sundance-crossing/2079835989_zpid/,No Data
735,Townhouse,No Data,No Data,No Data,1 space,,$147,"$231,990", 4, 3, 2, 1,https:,https://www.zillow.com/community/stoney-ridge/2078948236_zpid/,No Data
736,Single Family,No Data,No Data,No Data,3 spaces,,$165,"$616,990", 4, 4, 3, 1,https:,https://www.zillow.com/community/highpointe-80ft-lots/2079968709_zpid/,No Data
737,Single Family,No Data,No Data,No Data,3 spaces,,$190,"$566,990", 4, 3, 3,,https:,https://www.zillow.com/community/highpointe-80ft-lots/2082357199_zpid/,No Data
738,Single Family,1992,Forced air,Central,Attached Garage,$49/month,$369,"$1,475,000", 4, 4, 3, 1,5827-Westslope-Dr-Austin-TX-78731,https://www.zillow.com/homedetails/5827-Westslope-Dr-Austin-TX-78731/29348323_zpid/,"9,835 sqft"
739,Single Family,2015,Forced air,Central,Attached Garage,,$237,"$525,000", 3, 3, 2, 1,8307-Williamson-Creek-Dr-Austin-TX-78736,https://www.zillow.com/homedetails/8307-Williamson-Creek-Dr-Austin-TX-78736/29478194_zpid/,0.31 acres
740,Single Family,2020,"Forced air, Electric, Gas",Central,4 spaces,,$197,"$399,790", 4, 3, 3,,1115-Winifred-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/1115-Winifred-Dr-Austin-TX-78748/2078241356_zpid/,"4,573 sqft"
741,Condo,2020,Forced air,Central,1 space,$638/month,$856,"$841,000", 2, 2, 2,,48-E-East-Ave-3209-Austin-TX-78701,https://www.zillow.com/homedetails/48-E-East-Ave-3209-Austin-TX-78701/2077624971_zpid/,
742,Single Family,1948,"Electric, Gas",Central,4 spaces,,$297,"$329,500", 2, 1, 1,,1202-Valdez-St-Austin-TX-78741,https://www.zillow.com/homedetails/1202-Valdez-St-Austin-TX-78741/29463419_zpid/,"5,837 sqft"
743,Single Family,1997,"Forced air, Electric, Gas",Central,2 spaces,,$451,"$1,700,000", 4, 4, 3, 1,2305-Barton-Creek-Blvd-UNIT-24-Austin-TX-78735,https://www.zillow.com/homedetails/2305-Barton-Creek-Blvd-UNIT-24-Austin-TX-78735/29329522_zpid/,0.50 Acres
744,Condo,2018,Forced air,Central,1 space,$477/month,$768,"$649,900", 1, 1, 1,,501-West-Ave-1002-Austin-TX-78701,https://www.zillow.com/homedetails/501-West-Ave-1002-Austin-TX-78701/306645079_zpid/,
745,Single Family,1982,"Forced air, Electric, Gas",Central,2 spaces,,$176,"$325,000", 3, 2, 2,,12019-Bobcat-Trl-Austin-TX-78750,https://www.zillow.com/homedetails/12019-Bobcat-Trl-Austin-TX-78750/29567207_zpid/,"7,840 sqft"
746,Single Family,1993,Forced air,Central,4 spaces,$40/month,$105,"$379,900", 5, 3, 2, 1,11631-Rydalwater-Ln-Austin-TX-78754,https://www.zillow.com/homedetails/11631-Rydalwater-Ln-Austin-TX-78754/29424434_zpid/,"8,712 sqft"
747,Single Family,1976,Forced air,Central,2 spaces,None,$276,"$330,000", 3, 2, 2,,7405-Loganberry-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/7405-Loganberry-Dr-Austin-TX-78745/29502696_zpid/,"7,143 sqft"
748,Single Family,1969,"Forced air, Electric, Gas",Central,3 spaces,,$250,"$299,000", 4, 2, 2,,9711-Dallum-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/9711-Dallum-Dr-Austin-TX-78753/29425483_zpid/,"8,494 sqft"
749,Single Family,2015,"Forced air, Electric, Gas",Central,4 spaces,,$229,"$299,000", 3, 2, 2,,6917-Vail-Ridge-St-Austin-TX-78744,https://www.zillow.com/homedetails/6917-Vail-Ridge-St-Austin-TX-78744/145652938_zpid/,"6,534 sqft"
750,Condo,2018,Forced air,Central,2 spaces,$670/month,$441,"$485,000", 2, 2, 2,,800-Embassy-Dr-APT-334-Austin-TX-78702,https://www.zillow.com/homedetails/800-Embassy-Dr-APT-334-Austin-TX-78702/305425819_zpid/,
